id,categorie,sous_categorie,difficulte,question,choix_a,choix_b,choix_c,choix_d,bonne_reponse,explication,reference,statut_revision,tags
DRAFT-0566,Toxicologie,Caustiques,moyen,"Pour une révision rapide, quelle réponse décrit correctement corrosifs ?",il faut neutraliser avec un produit opposé sans avis,il n'y a jamais d'urgence,il faut éviter les conduites aggravantes et orienter rapidement,il faut toujours faire vomir,C,il faut éviter les conduites aggravantes et orienter rapidement. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,caustiques,corrosifs"
DRAFT-0567,Toxicologie,Caustiques,difficile,Quel choix serait attendu pour une question centrée sur corrosifs ?,il n'y a jamais d'urgence,il faut éviter les conduites aggravantes et orienter rapidement,il faut toujours faire vomir,il faut neutraliser avec un produit opposé sans avis,B,il faut éviter les conduites aggravantes et orienter rapidement. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,caustiques,corrosifs"
DRAFT-0568,Toxicologie,Caustiques,moyen,Quelle notion est associée de façon pertinente à corrosifs ?,il faut éviter les conduites aggravantes et orienter rapidement,il faut toujours faire vomir,il faut neutraliser avec un produit opposé sans avis,il n'y a jamais d'urgence,A,il faut éviter les conduites aggravantes et orienter rapidement. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,caustiques,corrosifs"
DRAFT-0569,Toxicologie,Caustiques,facile,Quelle réponse doit être privilégiée concernant corrosifs ?,il faut toujours faire vomir,il faut neutraliser avec un produit opposé sans avis,il n'y a jamais d'urgence,il faut éviter les conduites aggravantes et orienter rapidement,D,il faut éviter les conduites aggravantes et orienter rapidement. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,caustiques,corrosifs"
DRAFT-0570,Toxicologie,Caustiques,facile,Quel rappel est utile pour maîtriser corrosifs ?,il faut neutraliser avec un produit opposé sans avis,il n'y a jamais d'urgence,il faut éviter les conduites aggravantes et orienter rapidement,il faut toujours faire vomir,C,il faut éviter les conduites aggravantes et orienter rapidement. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,caustiques,corrosifs"
DRAFT-0571,Toxicologie,Psychotropes,difficile,Quel énoncé est correct concernant benzodiazépines ?,elles n'ont aucun effet neurologique,elles peuvent entraîner sédation et dépression du système nerveux central,elles provoquent toujours une hyperthermie maligne,elles sont des vaccins,B,elles peuvent entraîner sédation et dépression du système nerveux central. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,psychotropes,benzodiazépines"
DRAFT-0572,Toxicologie,Psychotropes,moyen,"Dans une situation d'examen, quel point faut-il retenir à propos de benzodiazépines ?",elles peuvent entraîner sédation et dépression du système nerveux central,elles provoquent toujours une hyperthermie maligne,elles sont des vaccins,elles n'ont aucun effet neurologique,A,elles peuvent entraîner sédation et dépression du système nerveux central. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,psychotropes,benzodiazépines"
DRAFT-0573,Toxicologie,Psychotropes,facile,Quelle proposition correspond le mieux à benzodiazépines ?,elles provoquent toujours une hyperthermie maligne,elles sont des vaccins,elles n'ont aucun effet neurologique,elles peuvent entraîner sédation et dépression du système nerveux central,D,elles peuvent entraîner sédation et dépression du système nerveux central. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,psychotropes,benzodiazépines"
DRAFT-0574,Toxicologie,Psychotropes,facile,Quel élément est prioritaire lorsque l'on évalue benzodiazépines ?,elles sont des vaccins,elles n'ont aucun effet neurologique,elles peuvent entraîner sédation et dépression du système nerveux central,elles provoquent toujours une hyperthermie maligne,C,elles peuvent entraîner sédation et dépression du système nerveux central. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,psychotropes,benzodiazépines"
DRAFT-0575,Toxicologie,Psychotropes,moyen,Quelle affirmation est la plus juste au sujet de benzodiazépines ?,elles n'ont aucun effet neurologique,elles peuvent entraîner sédation et dépression du système nerveux central,elles provoquent toujours une hyperthermie maligne,elles sont des vaccins,B,elles peuvent entraîner sédation et dépression du système nerveux central. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,psychotropes,benzodiazépines"
DRAFT-0576,Toxicologie,Psychotropes,difficile,"Pour une révision rapide, quelle réponse décrit correctement benzodiazépines ?",elles peuvent entraîner sédation et dépression du système nerveux central,elles provoquent toujours une hyperthermie maligne,elles sont des vaccins,elles n'ont aucun effet neurologique,A,elles peuvent entraîner sédation et dépression du système nerveux central. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,psychotropes,benzodiazépines"
DRAFT-0577,Toxicologie,Psychotropes,moyen,Quel choix serait attendu pour une question centrée sur benzodiazépines ?,elles provoquent toujours une hyperthermie maligne,elles sont des vaccins,elles n'ont aucun effet neurologique,elles peuvent entraîner sédation et dépression du système nerveux central,D,elles peuvent entraîner sédation et dépression du système nerveux central. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,psychotropes,benzodiazépines"
DRAFT-0578,Toxicologie,Psychotropes,facile,Quelle notion est associée de façon pertinente à benzodiazépines ?,elles sont des vaccins,elles n'ont aucun effet neurologique,elles peuvent entraîner sédation et dépression du système nerveux central,elles provoquent toujours une hyperthermie maligne,C,elles peuvent entraîner sédation et dépression du système nerveux central. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,psychotropes,benzodiazépines"
DRAFT-0579,Toxicologie,Psychotropes,facile,Quelle réponse doit être privilégiée concernant benzodiazépines ?,elles n'ont aucun effet neurologique,elles peuvent entraîner sédation et dépression du système nerveux central,elles provoquent toujours une hyperthermie maligne,elles sont des vaccins,B,elles peuvent entraîner sédation et dépression du système nerveux central. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,psychotropes,benzodiazépines"
DRAFT-0580,Toxicologie,Psychotropes,moyen,Quel rappel est utile pour maîtriser benzodiazépines ?,elles peuvent entraîner sédation et dépression du système nerveux central,elles provoquent toujours une hyperthermie maligne,elles sont des vaccins,elles n'ont aucun effet neurologique,A,elles peuvent entraîner sédation et dépression du système nerveux central. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,psychotropes,benzodiazépines"
DRAFT-0581,Toxicologie,Toxidromes,moyen,Quel énoncé est correct concernant syndrome sérotoninergique ?,il correspond toujours à une carence en fer,il exclut toute urgence,il est causé uniquement par les antiacides,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie",D,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,toxidromes,syndrome sérotoninergique"
DRAFT-0582,Toxicologie,Toxidromes,facile,"Dans une situation d'examen, quel point faut-il retenir à propos de syndrome sérotoninergique ?",il exclut toute urgence,il est causé uniquement par les antiacides,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie",il correspond toujours à une carence en fer,C,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,toxidromes,syndrome sérotoninergique"
DRAFT-0583,Toxicologie,Toxidromes,facile,Quelle proposition correspond le mieux à syndrome sérotoninergique ?,il est causé uniquement par les antiacides,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie",il correspond toujours à une carence en fer,il exclut toute urgence,B,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,toxidromes,syndrome sérotoninergique"
DRAFT-0584,Toxicologie,Toxidromes,moyen,Quel élément est prioritaire lorsque l'on évalue syndrome sérotoninergique ?,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie",il correspond toujours à une carence en fer,il exclut toute urgence,il est causé uniquement par les antiacides,A,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,toxidromes,syndrome sérotoninergique"
DRAFT-0585,Toxicologie,Toxidromes,difficile,Quelle affirmation est la plus juste au sujet de syndrome sérotoninergique ?,il correspond toujours à une carence en fer,il exclut toute urgence,il est causé uniquement par les antiacides,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie",D,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,toxidromes,syndrome sérotoninergique"
DRAFT-0586,Toxicologie,Toxidromes,moyen,"Pour une révision rapide, quelle réponse décrit correctement syndrome sérotoninergique ?",il exclut toute urgence,il est causé uniquement par les antiacides,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie",il correspond toujours à une carence en fer,C,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,toxidromes,syndrome sérotoninergique"
DRAFT-0587,Toxicologie,Toxidromes,facile,Quel choix serait attendu pour une question centrée sur syndrome sérotoninergique ?,il est causé uniquement par les antiacides,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie",il correspond toujours à une carence en fer,il exclut toute urgence,B,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,toxidromes,syndrome sérotoninergique"
DRAFT-0588,Toxicologie,Toxidromes,facile,Quelle notion est associée de façon pertinente à syndrome sérotoninergique ?,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie",il correspond toujours à une carence en fer,il exclut toute urgence,il est causé uniquement par les antiacides,A,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,toxidromes,syndrome sérotoninergique"
DRAFT-0589,Toxicologie,Toxidromes,moyen,Quelle réponse doit être privilégiée concernant syndrome sérotoninergique ?,il correspond toujours à une carence en fer,il exclut toute urgence,il est causé uniquement par les antiacides,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie",D,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,toxidromes,syndrome sérotoninergique"
DRAFT-0590,Toxicologie,Toxidromes,difficile,Quel rappel est utile pour maîtriser syndrome sérotoninergique ?,il exclut toute urgence,il est causé uniquement par les antiacides,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie",il correspond toujours à une carence en fer,C,"il peut associer agitation, hyperréflexie, troubles autonomes et hyperthermie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,toxidromes,syndrome sérotoninergique"
DRAFT-0591,Toxicologie,Pédiatrie,facile,Quel énoncé est correct concernant exposition pédiatrique accidentelle ?,elle ne nécessite jamais d'identification du produit,elle doit être prise au sérieux même pour de petites quantités selon la substance,elle est toujours sans conséquence,elle se gère toujours par attente passive,B,elle doit être prise au sérieux même pour de petites quantités selon la substance. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,pédiatrie,exposition pédiatrique accidentelle"
DRAFT-0592,Toxicologie,Pédiatrie,facile,"Dans une situation d'examen, quel point faut-il retenir à propos de exposition pédiatrique accidentelle ?",elle doit être prise au sérieux même pour de petites quantités selon la substance,elle est toujours sans conséquence,elle se gère toujours par attente passive,elle ne nécessite jamais d'identification du produit,A,elle doit être prise au sérieux même pour de petites quantités selon la substance. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,pédiatrie,exposition pédiatrique accidentelle"
DRAFT-0593,Toxicologie,Pédiatrie,moyen,Quelle proposition correspond le mieux à exposition pédiatrique accidentelle ?,elle est toujours sans conséquence,elle se gère toujours par attente passive,elle ne nécessite jamais d'identification du produit,elle doit être prise au sérieux même pour de petites quantités selon la substance,D,elle doit être prise au sérieux même pour de petites quantités selon la substance. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,pédiatrie,exposition pédiatrique accidentelle"
DRAFT-0594,Toxicologie,Pédiatrie,difficile,Quel élément est prioritaire lorsque l'on évalue exposition pédiatrique accidentelle ?,elle se gère toujours par attente passive,elle ne nécessite jamais d'identification du produit,elle doit être prise au sérieux même pour de petites quantités selon la substance,elle est toujours sans conséquence,C,elle doit être prise au sérieux même pour de petites quantités selon la substance. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,pédiatrie,exposition pédiatrique accidentelle"
DRAFT-0595,Toxicologie,Pédiatrie,moyen,Quelle affirmation est la plus juste au sujet de exposition pédiatrique accidentelle ?,elle ne nécessite jamais d'identification du produit,elle doit être prise au sérieux même pour de petites quantités selon la substance,elle est toujours sans conséquence,elle se gère toujours par attente passive,B,elle doit être prise au sérieux même pour de petites quantités selon la substance. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,pédiatrie,exposition pédiatrique accidentelle"
DRAFT-0596,Toxicologie,Pédiatrie,facile,"Pour une révision rapide, quelle réponse décrit correctement exposition pédiatrique accidentelle ?",elle doit être prise au sérieux même pour de petites quantités selon la substance,elle est toujours sans conséquence,elle se gère toujours par attente passive,elle ne nécessite jamais d'identification du produit,A,elle doit être prise au sérieux même pour de petites quantités selon la substance. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,pédiatrie,exposition pédiatrique accidentelle"
DRAFT-0597,Toxicologie,Pédiatrie,facile,Quel choix serait attendu pour une question centrée sur exposition pédiatrique accidentelle ?,elle est toujours sans conséquence,elle se gère toujours par attente passive,elle ne nécessite jamais d'identification du produit,elle doit être prise au sérieux même pour de petites quantités selon la substance,D,elle doit être prise au sérieux même pour de petites quantités selon la substance. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,pédiatrie,exposition pédiatrique accidentelle"
DRAFT-0598,Toxicologie,Pédiatrie,moyen,Quelle notion est associée de façon pertinente à exposition pédiatrique accidentelle ?,elle se gère toujours par attente passive,elle ne nécessite jamais d'identification du produit,elle doit être prise au sérieux même pour de petites quantités selon la substance,elle est toujours sans conséquence,C,elle doit être prise au sérieux même pour de petites quantités selon la substance. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,pédiatrie,exposition pédiatrique accidentelle"
DRAFT-0599,Toxicologie,Pédiatrie,difficile,Quelle réponse doit être privilégiée concernant exposition pédiatrique accidentelle ?,elle ne nécessite jamais d'identification du produit,elle doit être prise au sérieux même pour de petites quantités selon la substance,elle est toujours sans conséquence,elle se gère toujours par attente passive,B,elle doit être prise au sérieux même pour de petites quantités selon la substance. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,pédiatrie,exposition pédiatrique accidentelle"
DRAFT-0600,Toxicologie,Pédiatrie,moyen,Quel rappel est utile pour maîtriser exposition pédiatrique accidentelle ?,elle doit être prise au sérieux même pour de petites quantités selon la substance,elle est toujours sans conséquence,elle se gère toujours par attente passive,elle ne nécessite jamais d'identification du produit,A,elle doit être prise au sérieux même pour de petites quantités selon la substance. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: toxicologie, centres antipoison et conduite d'urgence",a_verifier,"généré,pédiatrie,exposition pédiatrique accidentelle"
DRAFT-0601,"Microbiologie, infectiologie et vaccination",Antibiotiques,facile,Quel énoncé est correct concernant antibiorésistance ?,elle concerne uniquement les virus,elle disparaît si la dose est oubliée,elle n'a aucun impact de santé publique,elle est favorisée par un usage inadéquat des antibiotiques,D,elle est favorisée par un usage inadéquat des antibiotiques. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,antibiotiques,antibiorésistance"
DRAFT-0602,"Microbiologie, infectiologie et vaccination",Antibiotiques,moyen,"Dans une situation d'examen, quel point faut-il retenir à propos de antibiorésistance ?",elle disparaît si la dose est oubliée,elle n'a aucun impact de santé publique,elle est favorisée par un usage inadéquat des antibiotiques,elle concerne uniquement les virus,C,elle est favorisée par un usage inadéquat des antibiotiques. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,antibiotiques,antibiorésistance"
DRAFT-0603,"Microbiologie, infectiologie et vaccination",Antibiotiques,difficile,Quelle proposition correspond le mieux à antibiorésistance ?,elle n'a aucun impact de santé publique,elle est favorisée par un usage inadéquat des antibiotiques,elle concerne uniquement les virus,elle disparaît si la dose est oubliée,B,elle est favorisée par un usage inadéquat des antibiotiques. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,antibiotiques,antibiorésistance"
DRAFT-0604,"Microbiologie, infectiologie et vaccination",Antibiotiques,moyen,Quel élément est prioritaire lorsque l'on évalue antibiorésistance ?,elle est favorisée par un usage inadéquat des antibiotiques,elle concerne uniquement les virus,elle disparaît si la dose est oubliée,elle n'a aucun impact de santé publique,A,elle est favorisée par un usage inadéquat des antibiotiques. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,antibiotiques,antibiorésistance"
DRAFT-0605,"Microbiologie, infectiologie et vaccination",Antibiotiques,facile,Quelle affirmation est la plus juste au sujet de antibiorésistance ?,elle concerne uniquement les virus,elle disparaît si la dose est oubliée,elle n'a aucun impact de santé publique,elle est favorisée par un usage inadéquat des antibiotiques,D,elle est favorisée par un usage inadéquat des antibiotiques. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,antibiotiques,antibiorésistance"
DRAFT-0606,"Microbiologie, infectiologie et vaccination",Antibiotiques,facile,"Pour une révision rapide, quelle réponse décrit correctement antibiorésistance ?",elle disparaît si la dose est oubliée,elle n'a aucun impact de santé publique,elle est favorisée par un usage inadéquat des antibiotiques,elle concerne uniquement les virus,C,elle est favorisée par un usage inadéquat des antibiotiques. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,antibiotiques,antibiorésistance"
DRAFT-0607,"Microbiologie, infectiologie et vaccination",Antibiotiques,moyen,Quel choix serait attendu pour une question centrée sur antibiorésistance ?,elle n'a aucun impact de santé publique,elle est favorisée par un usage inadéquat des antibiotiques,elle concerne uniquement les virus,elle disparaît si la dose est oubliée,B,elle est favorisée par un usage inadéquat des antibiotiques. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,antibiotiques,antibiorésistance"
DRAFT-0608,"Microbiologie, infectiologie et vaccination",Antibiotiques,difficile,Quelle notion est associée de façon pertinente à antibiorésistance ?,elle est favorisée par un usage inadéquat des antibiotiques,elle concerne uniquement les virus,elle disparaît si la dose est oubliée,elle n'a aucun impact de santé publique,A,elle est favorisée par un usage inadéquat des antibiotiques. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,antibiotiques,antibiorésistance"
DRAFT-0609,"Microbiologie, infectiologie et vaccination",Antibiotiques,moyen,Quelle réponse doit être privilégiée concernant antibiorésistance ?,elle concerne uniquement les virus,elle disparaît si la dose est oubliée,elle n'a aucun impact de santé publique,elle est favorisée par un usage inadéquat des antibiotiques,D,elle est favorisée par un usage inadéquat des antibiotiques. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,antibiotiques,antibiorésistance"
DRAFT-0610,"Microbiologie, infectiologie et vaccination",Antibiotiques,facile,Quel rappel est utile pour maîtriser antibiorésistance ?,elle disparaît si la dose est oubliée,elle n'a aucun impact de santé publique,elle est favorisée par un usage inadéquat des antibiotiques,elle concerne uniquement les virus,C,elle est favorisée par un usage inadéquat des antibiotiques. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,antibiotiques,antibiorésistance"
DRAFT-0611,"Microbiologie, infectiologie et vaccination",Triage infectieux,moyen,Quel énoncé est correct concernant infection virale ?,elle se confirme par la couleur des symptômes,elle ne justifie pas automatiquement une antibiothérapie,elle impose toujours une pénicilline,elle est toujours bactérienne,B,elle ne justifie pas automatiquement une antibiothérapie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,triage infectieux,infection virale"
DRAFT-0612,"Microbiologie, infectiologie et vaccination",Triage infectieux,difficile,"Dans une situation d'examen, quel point faut-il retenir à propos de infection virale ?",elle ne justifie pas automatiquement une antibiothérapie,elle impose toujours une pénicilline,elle est toujours bactérienne,elle se confirme par la couleur des symptômes,A,elle ne justifie pas automatiquement une antibiothérapie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,triage infectieux,infection virale"
DRAFT-0613,"Microbiologie, infectiologie et vaccination",Triage infectieux,moyen,Quelle proposition correspond le mieux à infection virale ?,elle impose toujours une pénicilline,elle est toujours bactérienne,elle se confirme par la couleur des symptômes,elle ne justifie pas automatiquement une antibiothérapie,D,elle ne justifie pas automatiquement une antibiothérapie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,triage infectieux,infection virale"
DRAFT-0614,"Microbiologie, infectiologie et vaccination",Triage infectieux,facile,Quel élément est prioritaire lorsque l'on évalue infection virale ?,elle est toujours bactérienne,elle se confirme par la couleur des symptômes,elle ne justifie pas automatiquement une antibiothérapie,elle impose toujours une pénicilline,C,elle ne justifie pas automatiquement une antibiothérapie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,triage infectieux,infection virale"
DRAFT-0615,"Microbiologie, infectiologie et vaccination",Triage infectieux,facile,Quelle affirmation est la plus juste au sujet de infection virale ?,elle se confirme par la couleur des symptômes,elle ne justifie pas automatiquement une antibiothérapie,elle impose toujours une pénicilline,elle est toujours bactérienne,B,elle ne justifie pas automatiquement une antibiothérapie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,triage infectieux,infection virale"
DRAFT-0616,"Microbiologie, infectiologie et vaccination",Triage infectieux,moyen,"Pour une révision rapide, quelle réponse décrit correctement infection virale ?",elle ne justifie pas automatiquement une antibiothérapie,elle impose toujours une pénicilline,elle est toujours bactérienne,elle se confirme par la couleur des symptômes,A,elle ne justifie pas automatiquement une antibiothérapie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,triage infectieux,infection virale"
DRAFT-0617,"Microbiologie, infectiologie et vaccination",Triage infectieux,difficile,Quel choix serait attendu pour une question centrée sur infection virale ?,elle impose toujours une pénicilline,elle est toujours bactérienne,elle se confirme par la couleur des symptômes,elle ne justifie pas automatiquement une antibiothérapie,D,elle ne justifie pas automatiquement une antibiothérapie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,triage infectieux,infection virale"
DRAFT-0618,"Microbiologie, infectiologie et vaccination",Triage infectieux,moyen,Quelle notion est associée de façon pertinente à infection virale ?,elle est toujours bactérienne,elle se confirme par la couleur des symptômes,elle ne justifie pas automatiquement une antibiothérapie,elle impose toujours une pénicilline,C,elle ne justifie pas automatiquement une antibiothérapie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,triage infectieux,infection virale"
DRAFT-0619,"Microbiologie, infectiologie et vaccination",Triage infectieux,facile,Quelle réponse doit être privilégiée concernant infection virale ?,elle se confirme par la couleur des symptômes,elle ne justifie pas automatiquement une antibiothérapie,elle impose toujours une pénicilline,elle est toujours bactérienne,B,elle ne justifie pas automatiquement une antibiothérapie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,triage infectieux,infection virale"
